param,family,main_switch,activation_dependencies,master_resolution,group,registry_role,role,kind,default,test_values,default_control_present,grid_repair_reasons,screen_backends,differential_readiness,deployment_scope,binding_evidence,static_read_sites,promotion_blockers,precedence_layer,precedence_order,retest_class,description,description_source,switch_guidance,per_symbol_live_read,consumed_by,invalidates_layers,requires_controls
TRADIER_WT_COMPOSITE_SCORING_ENABLED_TRADIER,TRADIER_WT_COMPOSITE,,[],SELF_MASTER,OTHER,MAIN_SWITCH,MAIN_SWITCH,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,OTHER MAIN SWITCH — turns the tradier WaveTrend composite scoring enabled tradier action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": true, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRADIER_WT_EXIT_MIN_TFS_TRADIER,TRADIER_WT_EXIT,,[],STANDALONE_OR_UNRESOLVED,EXIT,FILTER,FILTER,num,5,"[4, 5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,EXIT FILTER — sets the tradier WaveTrend exit minimum tfs tradier close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": true, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRADIER_WT_EXIT_TFS_TRADIER,TRADIER_WT_EXIT,,[],STANDALONE_OR_UNRESOLVED,EXIT,SUB_SETTING,SUB_SETTING,str,5m+15m+1h+4h+D,"[""5m+15m+1h+4h+D"", ""1h+4h+D""]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_SOURCE,40,EXIT_REENTRY_BUNDLE,EXIT SUB SETTING — sets the tradier WaveTrend exit tfs tradier close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off='None'; global-only.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; rank close timing only with paired reentry.,False,"{""live"": true, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRAILING_AUG_ENABLED_TRADIER,TRAILING_AUG_ENABLED,,[],SELF_MASTER,EXIT,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,EXIT MAIN SWITCH — turns the trailing aug enabled tradier action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRAILING_AUG_GAIN_STEP_PCT,TRAILING_AUG_GAIN,TRAILING_AUG_ENABLED_TRADIER,"[""TRAILING_AUG_ENABLED_TRADIER""]",VERIFIED_PREFIX_OR_EXPLICIT,EXIT,SUB_SETTING,SUB_SETTING,num,0.5,"[0.25, 0.375, 0.5, 0.625, 0.75]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_SOURCE,40,EXIT_REENTRY_BUNDLE,EXIT SUB SETTING — sets the trailing aug gain step percent close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; rank close timing only with paired reentry.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRAILING_AUG_MIN_GAIN_PCT,TRAILING_AUG_MIN,TRAILING_AUG_ENABLED_TRADIER,"[""TRAILING_AUG_ENABLED_TRADIER""]",VERIFIED_PREFIX_OR_EXPLICIT,EXIT,FILTER,FILTER,num,0.5,"[0.25, 0.375, 0.5, 0.625, 0.75]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,EXIT FILTER — sets the trailing aug minimum gain percent close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_DISABLE_AUGMENT,TRA_DISABLE_AUGMENT,,[],SELF_MASTER,OTHER,MAIN_SWITCH,MAIN_SWITCH,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,OTHER MAIN SWITCH — turns the tra disable augment action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_DISABLE_DELTA_ENTRY,TRA_DISABLE_DELTA,,[],SELF_MASTER,ENTRY,MAIN_SWITCH,MAIN_SWITCH,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,ENTRY MAIN SWITCH — turns the tra disable delta entry action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_LONG_ONLY,TRA_LONG_ONLY,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting tra long only regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=False; global-only.",GENERATED_CONSERVATIVE,Treat as a cross-cutting guard; retest the complete bundle or mark RECONNECT.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_MIN_HOLD_MINUTES,TRA_MIN_HOLD,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,1440.0,"[720.0, 1080.0, 1440.0, 1800.0, 2160.0]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting tra minimum hold minutes regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_NO_LOSS_EXIT,TRA_NO_LOSS,,[],SELF_MASTER,EXIT,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,EXIT MAIN SWITCH — turns the tra no loss exit action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_STRICT_EXIT_ONLY,TRA_STRICT_EXIT,,[],STANDALONE_OR_UNRESOLVED,EXIT,FILTER,FILTER,bool,True,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,EXIT FILTER — sets the tra strict exit only close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=False; global-only.,GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRA_WT_DC_ENTRY_THRESHOLD,TRA_WT_DC,,[],STANDALONE_OR_UNRESOLVED,ENTRY,FILTER,FILTER,num,85.0,"[42.5, 63.75, 85.0, 106.25, 127.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""exact_wrapper"": [""backtest_v8_engine.py""], ""live_decision"": [""tradier_manage.py""]}",[],ENTRY_FILTER,30,ENTRY_AND_DOWNSTREAM,ENTRY FILTER — sets the tra WaveTrend Donchian channel entry threshold entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to reduce qualifying entries; loosen to restore trades; verify polarity.,False,"{""live"": true, ""tier2"": true, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRB_NOLOSS_MIN_PROFIT_PCT,TRB_NOLOSS_MIN,,[],STANDALONE_OR_UNRESOLVED,EXIT,FILTER,FILTER,num,0.0,"[0.0, 1.0, 2.0]",True,[],"[""EXACT_V8""]",RESEARCH_ONLY_NONDEPLOYABLE,NONDEPLOYABLE_NO_LIVE_READ,NO_LIVE_DECISION_READ,{},"[""NO_LIVE_DECISION_READ""]",EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,"EXIT FILTER — sets the trb noloss minimum profit percent close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only. RESEARCH ONLY — no current live-decision read site was found, so a backtest result cannot be deployed as this knob.",GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": false, ""tier2"": true, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_CLENOW_POSITION_SIZE,TRC_CLENOW_POSITION,TRC_CLENOW_ENABLED,"[""TRC_CLENOW_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,SIZING,SUB_SETTING,SUB_SETTING,num,2640.0,"[1320.0, 1980.0, 2640.0, 3300.0, 3960.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the trc clenow position size deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_CONNORS_RSI_ENABLED,TRC_CONNORS_RSI,,[],SELF_MASTER,OTHER,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,OTHER MAIN SWITCH — turns the trc connors RSI enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_CONNORS_RSI_POSITION_SIZE,TRC_CONNORS_RSI,TRC_CONNORS_RSI_ENABLED,"[""TRC_CONNORS_RSI_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,SIZING,SUB_SETTING,SUB_SETTING,num,1980.0,"[990.0, 1485.0, 1980.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the trc connors RSI position size deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_DC_DAYTRADE_LONG_BUDGET,TRC_DC_DAYTRADE,,[],STANDALONE_OR_UNRESOLVED,SIZING,SUB_SETTING,SUB_SETTING,num,9900.0,"[4950.0, 7425.0, 9900.0, 12375.0, 14850.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the trc Donchian channel daytrade long budget deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_DC_DAYTRADE_SHORT_BUDGET,TRC_DC_DAYTRADE,,[],STANDALONE_OR_UNRESOLVED,SIZING,SUB_SETTING,SUB_SETTING,num,9900.0,"[4950.0, 7425.0, 9900.0, 12375.0, 14850.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the trc Donchian channel daytrade short budget deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_DC_DAYTRADE_START_SIZE,TRC_DC_DAYTRADE,,[],STANDALONE_OR_UNRESOLVED,SIZING,SUB_SETTING,SUB_SETTING,num,1980.0,"[990.0, 1485.0, 1980.0, 2475.0, 2970.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the trc Donchian channel daytrade start size deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_ENTRY_MIN_ALIGNMENT,TRC_ENTRY_MIN,,[],STANDALONE_OR_UNRESOLVED,ENTRY,FILTER,FILTER,num,4,"[2, 3, 4, 5, 6]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",ENTRY_FILTER,30,ENTRY_AND_DOWNSTREAM,ENTRY FILTER — sets the trc entry minimum alignment entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.,GENERATED_CONSERVATIVE,Tighten to reduce qualifying entries; loosen to restore trades; verify polarity.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_ENTRY_ZONE_LONG,TRC_ENTRY_ZONE,,[],STANDALONE_OR_UNRESOLVED,ENTRY,SUB_SETTING,SUB_SETTING,num,30.0,"[15.0, 22.5, 30.0, 37.5, 45.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",ENTRY_SOURCE,20,ENTRY_AND_DOWNSTREAM,ENTRY SUB SETTING — sets the trc entry zone long entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; entry-count polarity is empirical.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_ENTRY_ZONE_SHORT,TRC_ENTRY_ZONE,,[],STANDALONE_OR_UNRESOLVED,ENTRY,SUB_SETTING,SUB_SETTING,num,70.0,"[35.0, 52.5, 70.0, 87.5, 105.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",ENTRY_SOURCE,20,ENTRY_AND_DOWNSTREAM,ENTRY SUB SETTING — sets the trc entry zone short entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; entry-count polarity is empirical.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
TRC_EP_POSITION_SIZE,TRC_EP_POSITION,,[],STANDALONE_OR_UNRESOLVED,SIZING,SUB_SETTING,SUB_SETTING,num,2640.0,"[1320.0, 1980.0, 2640.0, 3300.0, 3960.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the trc ep position size deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
